Tipo aloxamento,Ano,Establecementos,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,3,,,
,2010,3,,,
,2011,3,,,
,2012,3,,,
,2013,3,,,
,2017,5,,,
,2018,6,,,
,2019,6,,,
,2020,6,,,
,2021,6,,,
,2022,6,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,2,,,
,2018,4,,,
,2019,4,,,
,2020,4,,,
,2021,4,,,
,2022,4,,,
Turismo rural,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,5,,,
,2019,7,,,
,2020,8,,,
,2021,14,,,
,2022,18,,,
15084,Tordoia,,,,
Hoteis,,,,,
,2003,0,TORDOIA,15084,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
15086,Trazo,,,,
Hoteis,,,,,
,2003,0,TRAZO,15086,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,1,,,
,2004,1,,,
,2005,1,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,4,,,
,2018,4,,,
,2019,4,,,
,2020,4,,,
,2021,4,,,
,2022,4,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,1,,,
,2022,2,,,
1513,Ortegal,,,,
Hoteis,,,,,
,2003,1,ORTEGAL,1513,
,2004,1,,,
,2005,2,,,
,2006,3,,,
,2007,6,,,
,2008,7,,,
,2009,8,,,
,2010,8,,,
,2011,10,,,
,2012,10,,,
,2013,10,,,
,2017,9,,,
,2018,9,,,
,2019,9,,,
,2020,9,,,
,2021,9,,,
,2022,9,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,17,,,
,2010,17,,,
,2011,16,,,
,2012,16,,,
,2013,16,,,
,2017,16,,,
,2018,15,,,
,2019,16,,,
,2020,16,,,
,2021,16,,,
,2022,16,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Turismo rural,,,,,
,2003,5,,,
,2004,5,,,
,2005,5,,,
,2006,6,,,
,2007,6,,,
,2008,8,,,
,2009,10,,,
,2010,10,,,
,2011,10,,,
,2012,9,,,
,2013,10,,,
,2017,10,,,
,2018,10,,,
,2019,9,,,
,2020,9,,,
,2021,9,,,
,2022,9,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,4,,,
,2018,4,,,
,2019,4,,,
,2020,4,,,
,2021,4,,,
,2022,4,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,52,,,
,2019,106,,,
,2020,131,,,
,2021,155,,,
,2022,169,,,
15901,Cariño,,,,
Hoteis,,,CARI�O,15901,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,1,,,
,2007,2,,,
,2008,2,,,
,2009,3,,,
,2010,3,,,
,2011,4,,,
,2012,4,,,
,2013,4,,,
,2017,4,,,
,2018,4,,,
,2019,4,,,
,2020,4,,,
,2021,4,,,
,2022,4,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,3,,,
,2010,3,,,
,2011,2,,,
,2012,2,,,
,2013,2,,,
,2017,2,,,
,2018,2,,,
,2019,2,,,
,2020,2,,,
,2021,2,,,
,2022,2,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,1,,,
,2004,1,,,
,2005,1,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,2,,,
,2010,2,,,
,2011,2,,,
,2012,2,,,
,2013,2,,,
,2017,2,,,
,2018,2,,,
,2019,2,,,
,2020,2,,,
,2021,2,,,
,2022,2,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,20,,,
,2019,37,,,
,2020,47,,,
,2021,57,,,
,2022,60,,,
15025,Cerdido,,,,
Hoteis,,,,,
,2003,0,CERDIDO,15025,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,1,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,0,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
15044,Mañón,,,,
Hoteis,,,,,
,2003,0,MANON,15044,
,2004,0,,,
,2005,1,,,
,2006,1,,,
,2007,2,,,
,2008,2,,,
,2009,2,,,
,2010,2,,,
,2011,2,,,
,2012,2,,,
,2013,2,,,
,2017,2,,,
,2018,2,,,
,2019,2,,,
,2020,2,,,
,2021,2,,,
,2022,2,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,6,,,
,2010,6,,,
,2011,6,,,
,2012,6,,,
,2013,6,,,
,2017,6,,,
,2018,5,,,
,2019,5,,,
,2020,5,,,
,2021,5,,,
,2022,5,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Turismo rural,,,,,
,2003,1,,,
,2004,1,,,
,2005,1,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,9,,,
,2019,14,,,
,2020,18,,,
,2021,21,,,
,2022,28,,,
15061,Ortigueira,,,,
Hoteis,,,,,
,2003,1,ORTIGUEIRA,15061,
,2004,1,,,
,2005,1,,,
,2006,1,,,
,2007,1,,,
,2008,2,,,
,2009,2,,,
,2010,2,,,
,2011,3,,,
,2012,3,,,
,2013,3,,,
,2017,3,,,
,2018,3,,,
,2019,3,,,
,2020,3,,,
,2021,3,,,
,2022,3,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,8,,,
,2010,8,,,
,2011,8,,,
,2012,8,,,
,2013,8,,,
,2017,8,,,
,2018,8,,,
,2019,9,,,
,2020,9,,,
,2021,9,,,
,2022,9,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Turismo rural,,,,,
,2003,3,,,
,2004,3,,,
,2005,3,,,
,2006,4,,,
,2007,4,,,
,2008,5,,,
,2009,6,,,
,2010,6,,,
,2011,6,,,
,2012,6,,,
,2013,6,,,
,2017,6,,,
,2018,6,,,
,2019,6,,,
,2020,6,,,
,2021,6,,,
,2022,6,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,1,,,
,2010,1,,,
,2011,1,,,
,2012,1,,,
,2013,1,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,4,,,
,2018,4,,,
,2019,4,,,
,2020,4,,,
,2021,4,,,
,2022,4,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,23,,,
,2019,55,,,
,2020,66,,,
,2021,77,,,
,2022,81,,,
1514,Santiago,,,,
Hoteis,,,,,
,2003,45,SANTIAGO,1514,
,2004,51,,,
,2005,55,,,
,2006,58,,,
,2007,61,,,
,2008,66,,,
,2009,70,,,
,2010,73,,,
,2011,76,,,
,2012,78,,,
,2013,79,,,
,2017,83,,,
,2018,83,,,
,2019,84,,,
,2020,85,,,
,2021,83,,,
,2022,80,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,105,,,
,2010,106,,,
,2011,113,,,
,2012,129,,,
,2013,127,,,
,2017,128,,,
,2018,134,,,
,2019,138,,,
,2020,140,,,
,2021,143,,,
,2022,144,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,7,,,
,2013,9,,,
,2017,26,,,
,2018,29,,,
,2019,33,,,
,2020,35,,,
,2021,36,,,
,2022,35,,,
Turismo rural,,,,,
,2003,13,,,
,2004,14,,,
,2005,13,,,
,2006,14,,,
,2007,14,,,
,2008,17,,,
,2009,17,,,
,2010,17,,,
,2011,17,,,
,2012,18,,,
,2013,17,,,
,2017,18,,,
,2018,17,,,
,2019,17,,,
,2020,16,,,
,2021,14,,,
,2022,15,,,
Campamentos de turismo,,,,,
,2003,3,,,
,2004,2,,,
,2005,2,,,
,2006,2,,,
,2007,2,,,
,2008,2,,,
,2009,2,,,
,2010,2,,,
,2011,2,,,
,2012,2,,,
,2013,2,,,
,2017,2,,,
,2018,2,,,
,2019,2,,,
,2020,2,,,
,2021,2,,,
,2022,2,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,1,,,
,2007,1,,,
,2008,1,,,
,2009,2,,,
,2010,3,,,
,2011,1,,,
,2012,5,,,
,2013,4,,,
,2017,14,,,
,2018,18,,,
,2019,20,,,
,2020,23,,,
,2021,25,,,
,2022,27,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,10,,,
,2018,10,,,
,2019,10,,,
,2020,6,,,
,2021,6,,,
,2022,6,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,284,,,
,2019,573,,,
,2020,765,,,
,2021,843,,,
,2022,862,,,
15002,Ames,,,,
Hoteis,,,,,
,2003,1,AMES,15002,
,2004,1,,,
,2005,1,,,
,2006,1,,,
,2007,1,,,
,2008,3,,,
,2009,3,,,
,2010,3,,,
,2011,3,,,
,2012,3,,,
,2013,3,,,
,2017,3,,,
,2018,3,,,
,2019,3,,,
,2020,3,,,
,2021,3,,,
,2022,3,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,2,,,
,2010,2,,,
,2011,2,,,
,2012,4,,,
,2013,3,,,
,2017,3,,,
,2018,3,,,
,2019,3,,,
,2020,3,,,
,2021,3,,,
,2022,3,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Turismo rural,,,,,
,2003,4,,,
,2004,4,,,
,2005,3,,,
,2006,3,,,
,2007,3,,,
,2008,4,,,
,2009,4,,,
,2010,4,,,
,2011,4,,,
,2012,4,,,
,2013,4,,,
,2017,3,,,
,2018,3,,,
,2019,3,,,
,2020,3,,,
,2021,2,,,
,2022,2,,,
Campamentos de turismo,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Apartamentos turísticos,,,,,
,2003,0,,,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas turísticas,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,..,,,
,2013,..,,,
,2017,2,,,
,2018,2,,,
,2019,2,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Vivendas de uso turístico,,,,,
,2003,-0,,,
,2004,-0,,,
,2005,-0,,,
,2006,-0,,,
,2007,-0,,,
,2008,-0,,,
,2009,-0,,,
,2010,-0,,,
,2011,-0,,,
,2012,-0,,,
,2013,-0,,,
,2017,-0,,,
,2018,20,,,
,2019,29,,,
,2020,42,,,
,2021,49,,,
,2022,63,,,
15012,Boqueixón,,,,
Hoteis,,,,,
,2003,0,BOQUEIXON,15012,
,2004,0,,,
,2005,0,,,
,2006,0,,,
,2007,0,,,
,2008,0,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,0,,,
,2020,0,,,
,2021,0,,,
,2022,0,,,
Pensións,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,0,,,
,2010,0,,,
,2011,0,,,
,2012,0,,,
,2013,0,,,
,2017,1,,,
,2018,1,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
Albergues turísticos,,,,,
,2003,..,,,
,2004,..,,,
,2005,..,,,
,2006,..,,,
,2007,..,,,
,2008,..,,,
,2009,..,,,
,2010,..,,,
,2011,..,,,
,2012,0,,,
,2013,0,,,
,2017,0,,,
,2018,0,,,
,2019,1,,,
,2020,1,,,
,2021,1,,,
,2022,1,,,
